Cathegory,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
Marriage,26.75,24.0,16.5,17.361111111111107,14.72222222222222,15.638888888888886,16.722222222222218,16.94444444444444,17.083333333333332,16.36111111111111,15.72222222222222,14.583333333333334,17.305555555555557,16.13888888888889,16.083333333333332,15.916666666666666,16.722222222222225,15.75
News,32.454802259887,26.128531073446325,21.51271186440678,21.58050847457627,22.00423728813559,21.015536723163844,19.98728813559322,20.25706214689265,21.39689265536723,21.612994350282488,22.026836158192094,23.309322033898304,20.916666666666664,20.29237288135593,19.15536723163842,18.90254237288136,18.39406779661017,16.543785310734464
Other,24.25,19.291666666666664,17.5,15.375,13.916666666666666,16.291666666666664,15.33333333333333,17.958333333333332,18.916666666666664,21.416666666666668,22.91666666666666,22.79166666666666,25.791666666666668,23.833333333333336,22.54166666666666,20.75,19.625,20.5
Religion,27.85714285714285,23.71190476190476,19.978571428571428,18.18809523809524,18.714285714285715,19.88571428571429,21.419047619047618,24.18809523809524,25.46904761904762,25.21190476190476,26.75,28.047619047619047,28.32619047619048,27.08095238095238,27.59047619047619,29.35238095238095,30.1,29.9
S&P 500,21.88600187265917,17.164091760299623,13.966058052434455,11.793305243445694,10.91502808988764,10.378043071161049,10.09878277153558,9.985486891385769,10.20435393258427,10.283005617977528,10.66690074906367,10.795411985018726,10.718867041198502,10.997425093632955,11.267088014981272,12.320692883895129,11.758895131086144,11.7563202247191
Sports,23.065476190476183,17.732142857142858,18.583333333333336,16.05952380952381,17.059523809523807,16.982142857142858,17.273809523809522,17.517857142857142,18.892857142857142,19.48809523809524,19.285714285714285,18.291666666666664,21.410714285714285,17.875,20.541666666666664,19.785714285714285,16.88095238095238,23.172619047619044
Stats,31.83333333333333,23.58333333333333,13.75,20.83333333333333,21.75,21.416666666666668,27.5,33.583333333333336,26.916666666666668,29.416666666666668,34.75,33.916666666666664,35.0,41.083333333333336,41.75,39.16666666666666,42.583333333333336,44.41666666666666
Steroids,19.120370370370367,13.425925925925926,16.990740740740744,10.666666666666666,10.666666666666666,9.962962962962964,10.02777777777778,10.88888888888889,11.462962962962962,12.296296296296296,12.99074074074074,14.203703703703702,13.685185185185183,12.175925925925924,13.13888888888889,14.175925925925927,14.879629629629632,17.97222222222222
Tourism,23.98611111111111,23.30555555555556,20.27777777777777,19.15277777777778,18.916666666666668,18.70833333333333,19.58333333333333,22.23611111111111,23.194444444444443,21.63888888888889,24.625,25.041666666666668,23.68055555555556,24.73611111111111,24.236111111111114,26.11111111111111,18.416666666666664,20.27777777777778
University,23.175925925925927,17.354166666666668,13.40277777777778,10.623842592592592,9.66898148148148,9.424768518518515,8.950231481481481,8.67361111111111,8.24074074074074,7.945601851851852,8.105324074074073,8.48263888888889,9.270833333333334,8.895833333333334,8.552083333333334,8.633101851851853,8.42361111111111,8.167824074074074
