,Unnamed: 0,Unnamed: 0.1,keyword,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,Cathegory
0,0,0,doxepin,5.166666666666667,12.5,10.833333333333334,2.5,3.083333333333333,3.333333333333333,1.75,0.8333333333333334,1.5,1.9166666666666667,1.75,1.3333333333333333,1.0833333333333333,0.9166666666666666,2.0,1.75,1.8333333333333333,1.75,Antidepressants
1,1,1,Anafranil,19.25,15.5,20.58333333333333,14.333333333333334,14.5,12.416666666666666,13.916666666666666,13.416666666666666,12.5,12.166666666666666,14.666666666666666,13.333333333333334,11.833333333333334,13.583333333333334,11.916666666666666,12.916666666666666,11.833333333333334,13.916666666666666,Antidepressants
2,2,2,clomipramina,16.083333333333332,9.916666666666666,9.25,2.75,2.4166666666666665,3.9166666666666665,5.083333333333333,3.333333333333333,4.333333333333333,3.6666666666666665,5.083333333333333,4.083333333333333,4.083333333333333,4.583333333333333,5.083333333333333,3.8333333333333335,4.583333333333333,3.083333333333333,Antidepressants
3,3,3,bupropion,20.166666666666668,26.08333333333333,30.33333333333333,19.916666666666668,14.166666666666666,18.5,15.583333333333334,18.416666666666668,17.583333333333332,18.33333333333333,22.416666666666668,22.166666666666668,20.75,21.58333333333333,22.166666666666668,30.0,22.916666666666668,27.33333333333333,Antidepressants
4,4,4,Rexulti,12.5,12.166666666666666,5.583333333333333,3.4166666666666665,1.75,2.4166666666666665,0.75,1.0833333333333333,0.9166666666666666,1.75,1.1666666666666667,1.0,1.1666666666666667,2.4166666666666665,0.8333333333333334,0.1666666666666666,0.3333333333333333,0.4166666666666667,Antidepressants
5,5,5,Celexa,9.916666666666666,0.5833333333333334,3.0,2.333333333333333,0.4166666666666667,1.0833333333333333,1.5833333333333333,0.75,1.0,0.3333333333333333,0.75,0.8333333333333334,0.6666666666666666,0.4166666666666667,0.5,0.8333333333333334,0.4166666666666667,0.5833333333333334,Antidepressants
6,6,6,Cymbalta,4.75,11.0,38.0,39.91666666666666,43.25,36.25,36.16666666666666,44.333333333333336,45.41666666666666,53.16666666666666,50.333333333333336,46.333333333333336,33.833333333333336,33.5,31.5,33.25,27.416666666666668,33.416666666666664,Antidepressants
7,7,7,duloxetina,16.083333333333332,9.166666666666666,42.333333333333336,26.0,23.666666666666668,19.25,16.0,19.416666666666668,24.75,30.916666666666668,28.416666666666668,35.833333333333336,34.833333333333336,42.25,47.41666666666666,47.083333333333336,51.16666666666666,64.41666666666667,Antidepressants
8,8,8,desyrel,23.33333333333333,9.666666666666666,8.083333333333334,5.5,8.083333333333334,3.25,1.1666666666666667,0.0,2.4166666666666665,2.1666666666666665,0.0,1.6666666666666667,2.9166666666666665,2.0,0.8333333333333334,0.3333333333333333,0.75,1.9166666666666667,Antidepressants
9,9,9,trazodona,8.333333333333334,4.666666666666667,5.5,7.083333333333333,12.083333333333334,13.416666666666666,9.75,14.0,17.0,19.75,25.08333333333333,30.75,31.416666666666668,34.5,40.583333333333336,52.16666666666666,59.91666666666666,58.75,Antidepressants
10,10,10,venlafaxina,25.58333333333333,40.333333333333336,17.583333333333332,14.083333333333334,14.416666666666666,18.166666666666668,22.916666666666668,32.416666666666664,37.333333333333336,43.25,41.41666666666666,44.16666666666666,37.5,39.333333333333336,41.583333333333336,47.833333333333336,43.41666666666666,49.41666666666666,Antidepressants
