Cathegory,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
Marriage,987.0,987.0,987.0,987.0,33.63888888888889,25.972222222222218,22.916666666666668,20.444444444444446,18.77777777777778,17.805555555555557,17.86111111111111,17.38888888888889,16.666666666666668,15.972222222222223,13.694444444444445,13.222222222222221,12.972222222222221,11.361111111111112,10.361111111111109,9.972222222222223,9.222222222222223,8.13888888888889
News,769.5370370370371,769.5370370370371,769.5370370370371,769.5370370370371,25.54475308641975,22.97685185185185,20.473765432098762,20.234567901234566,21.662037037037038,22.86574074074074,24.695987654320987,21.49074074074074,21.819444444444443,22.14969135802469,24.78395061728395,25.319444444444443,24.444444444444443,23.15740740740741,22.182098765432098,22.15740740740741,22.848765432098762,19.952160493827158
Other,800.0,800.0,800.0,800.0,42.54166666666666,38.29166666666667,28.6875,25.14583333333333,22.791666666666668,21.833333333333336,21.770833333333336,20.39583333333333,21.666666666666664,19.104166666666664,18.541666666666668,20.541666666666664,20.104166666666668,22.4375,23.041666666666668,23.291666666666664,24.395833333333336,23.583333333333332
Religion,855.1212121212121,855.1212121212121,855.1212121212121,855.1212121212121,26.151515151515152,27.886363636363637,23.67676767676768,23.022727272727273,23.777777777777775,22.237373737373733,22.146464646464644,22.527777777777775,23.633838383838384,24.464646464646467,24.694444444444443,25.106060606060606,25.391414141414142,23.633838383838384,24.568181818181817,25.568181818181817,26.964646464646467,25.916666666666668
S&P 500,941.2076677316294,941.2076677316294,941.2076677316294,941.2076677316294,21.070287539936103,16.65814696485623,14.35569755058573,13.738285410010649,13.172523961661343,13.649361022364218,13.019169329073483,12.651224707135249,12.474973375931842,12.202875399361023,12.29286474973376,12.46059637912673,12.409211927582534,12.53248136315229,12.723375931842385,13.065761448349306,13.464323748668795,12.869808306709265
Sports,732.5,732.5,732.5,732.5,20.726190476190478,18.86904761904762,17.827380952380953,16.5,18.035714285714285,16.922619047619047,17.589285714285715,18.047619047619047,19.357142857142858,16.660714285714285,18.541666666666664,18.583333333333332,22.059523809523807,18.249999999999996,18.732142857142858,19.208333333333336,15.761904761904761,23.13690476190476
Stats,740.0,740.0,740.0,740.0,17.583333333333332,3.8333333333333335,4.0,1.6666666666666667,3.4166666666666665,3.4166666666666665,1.5833333333333333,3.9166666666666665,1.0,3.0,3.1666666666666665,3.083333333333333,3.1666666666666665,3.75,4.083333333333333,5.5,5.0,5.333333333333333
Steroids,745.5,745.5,745.5,745.5,16.241666666666667,14.758333333333331,12.7,10.633333333333333,10.275,11.783333333333331,12.508333333333333,14.483333333333334,15.716666666666665,18.791666666666668,18.583333333333336,18.541666666666664,19.699999999999996,18.458333333333332,18.133333333333333,18.675,19.225,21.066666666666666
Tourism,781.0,781.0,781.0,781.0,25.808743169398905,22.09016393442623,21.258196721311474,21.211748633879782,20.505464480874316,21.57103825136612,22.19125683060109,21.46174863387978,21.23224043715847,21.400273224043712,22.23497267759563,22.989071038251364,23.17486338797814,23.788251366120218,23.42349726775956,23.301912568306008,16.40710382513661,17.23224043715847
University,199.632183908046,199.632183908046,199.632183908046,199.632183908046,24.309386973180075,17.831417624521073,16.261494252873565,14.623563218390805,13.25191570881226,13.882183908045977,14.298850574712644,13.089080459770114,12.042145593869733,11.392720306513409,12.588122605363983,12.954980842911876,12.470306513409962,11.822796934865899,10.807471264367816,10.471264367816092,9.797892720306512,9.295019157088122
