,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,keyword,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,Cathegory
19,19,19,19,peugeot 208,20.5,5.5,2.9166666666666665,2.583333333333333,4.75,2.583333333333333,1.4166666666666667,3.333333333333333,7.333333333333333,6.083333333333333,5.166666666666667,5.25,5.25,5.5,7.416666666666667,10.166666666666666,10.75,8.0,Cars
20,20,20,20,dacia sandero,11.083333333333334,8.916666666666666,0.0,0.5833333333333334,8.583333333333334,3.8333333333333335,7.083333333333333,4.416666666666667,4.25,10.833333333333334,6.833333333333333,6.583333333333333,9.583333333333334,11.75,10.0,8.333333333333334,9.666666666666666,15.333333333333334,Cars
21,21,21,21,chevrolet silverado,14.083333333333334,6.0,3.25,4.166666666666667,1.0,2.4166666666666665,3.9166666666666665,0.8333333333333334,1.5,1.6666666666666667,0.75,1.3333333333333333,1.1666666666666667,0.75,1.25,1.0,1.6666666666666667,2.0,Cars
22,22,22,22,Chemtrails,21.166666666666668,8.0,13.833333333333334,6.416666666666667,7.25,5.833333333333333,2.25,7.166666666666667,7.333333333333333,7.583333333333333,5.916666666666667,5.166666666666667,7.25,5.5,4.666666666666667,2.75,2.833333333333333,3.5,Conspiracy Theories
23,23,23,23,Oblast 51,23.416666666666668,27.25,4.416666666666667,2.833333333333333,4.833333333333333,5.833333333333333,5.916666666666667,4.416666666666667,5.75,4.583333333333333,5.166666666666667,6.25,5.083333333333333,3.25,3.8333333333333335,5.666666666666667,2.1666666666666665,1.0833333333333333,Conspiracy Theories
24,24,24,24,jeffrey epstein,8.333333333333334,11.083333333333334,8.583333333333334,7.583333333333333,5.833333333333333,3.4166666666666665,3.8333333333333335,0.8333333333333334,0.8333333333333334,0.5,1.5,1.3333333333333333,0.3333333333333333,0.25,0.25,7.666666666666667,10.583333333333334,5.416666666666667,Conspiracy Theories
25,25,25,25,Epstein,15.5,5.25,1.75,2.833333333333333,2.1666666666666665,0.6666666666666666,1.0833333333333333,1.3333333333333333,1.4166666666666667,1.3333333333333333,1.25,1.3333333333333333,1.75,1.4166666666666667,1.1666666666666667,6.416666666666667,7.583333333333333,4.25,Conspiracy Theories
26,26,26,26,Tábory Fema,8.333333333333334,0.0,5.833333333333333,0.0,0.75,2.25,1.1666666666666667,1.25,1.0833333333333333,0.0,0.25,0.4166666666666667,0.3333333333333333,0.25,0.1666666666666666,0.3333333333333333,0.0833333333333333,0.75,Conspiracy Theories
27,27,27,27,Tea party,30.5,6.25,3.583333333333333,4.583333333333333,1.6666666666666667,2.5,3.5,2.1666666666666665,1.75,2.1666666666666665,1.5833333333333333,2.1666666666666665,1.0833333333333333,1.8333333333333333,0.8333333333333334,0.9166666666666666,0.8333333333333334,1.3333333333333333,Conspiracy Theories
28,28,28,28,Frankfurtská škola,16.166666666666668,14.75,4.5,2.6666666666666665,3.4166666666666665,0.0,0.3333333333333333,0.8333333333333334,0.6666666666666666,1.5,1.0,1.8333333333333333,0.4166666666666667,0.0833333333333333,0.4166666666666667,1.1666666666666667,0.5833333333333334,0.1666666666666666,Conspiracy Theories
29,29,29,29,Deep state,0.0,10.833333333333334,11.833333333333334,2.6666666666666665,1.75,3.1666666666666665,2.9166666666666665,1.75,1.0833333333333333,0.75,1.0,0.6666666666666666,0.5,0.75,0.5,1.25,2.1666666666666665,0.9166666666666666,Conspiracy Theories
30,30,30,30,fluorid,14.0,2.583333333333333,9.416666666666666,2.6666666666666665,7.916666666666667,3.0,1.9166666666666667,2.25,3.5,3.1666666666666665,2.9166666666666665,4.0,3.1666666666666665,3.75,4.083333333333333,3.5,6.583333333333333,8.416666666666666,Conspiracy Theories
31,31,31,31,MKUltra,7.833333333333333,13.583333333333334,5.25,1.75,1.9166666666666667,1.1666666666666667,2.0,0.4166666666666667,0.75,1.0833333333333333,1.1666666666666667,1.4166666666666667,0.1666666666666666,0.8333333333333334,1.4166666666666667,0.25,0.5833333333333334,1.0,Conspiracy Theories
32,32,32,32,Plochá Země,24.58333333333333,4.166666666666667,4.333333333333333,2.5,1.3333333333333333,1.1666666666666667,1.0833333333333333,0.3333333333333333,0.5,0.4166666666666667,0.25,0.4166666666666667,0.6666666666666666,0.5,0.5833333333333334,0.5833333333333334,0.0,0.3333333333333333,Conspiracy Theories
33,33,33,33,doxepin,15.25,3.6666666666666665,3.583333333333333,0.5833333333333334,2.75,0.5,1.5,0.0,0.5,0.0,0.25,0.0833333333333333,0.25,0.3333333333333333,0.0833333333333333,0.3333333333333333,0.25,0.1666666666666666,Antidepressants
34,34,34,34,Anafranil,6.0,11.083333333333334,6.166666666666667,5.666666666666667,3.333333333333333,4.166666666666667,2.6666666666666665,3.25,1.0833333333333333,0.5833333333333334,0.75,0.75,0.9166666666666666,0.8333333333333334,0.75,0.6666666666666666,0.5,0.5,Antidepressants
35,35,35,35,Celexa,25.83333333333333,10.583333333333334,5.5,4.083333333333333,0.6666666666666666,1.1666666666666667,1.0833333333333333,1.0,0.6666666666666666,0.5,0.8333333333333334,0.25,0.1666666666666666,0.5833333333333334,0.4166666666666667,0.1666666666666666,0.25,0.1666666666666666,Antidepressants
36,36,36,36,duloxetin,8.25,15.0,6.416666666666667,2.5,7.0,2.583333333333333,0.0,2.75,1.0833333333333333,1.0833333333333333,0.5,0.9166666666666666,0.8333333333333334,1.8333333333333333,1.6666666666666667,0.9166666666666666,0.3333333333333333,0.3333333333333333,Antidepressants
37,37,37,37,paroxetin,31.25,7.333333333333333,3.75,3.0,2.4166666666666665,1.0,0.4166666666666667,0.5833333333333334,1.5833333333333333,0.5,1.0,0.4166666666666667,0.6666666666666666,0.3333333333333333,1.1666666666666667,0.5833333333333334,0.5,1.0,Antidepressants
38,38,38,38,prozac,20.08333333333333,9.833333333333334,11.416666666666666,1.5833333333333333,5.083333333333333,3.9166666666666665,3.5,4.5,2.833333333333333,3.0,2.25,1.8333333333333333,1.5,2.0,1.3333333333333333,1.5,1.1666666666666667,1.1666666666666667,Antidepressants
39,39,39,39,fluoxetin,8.333333333333334,23.08333333333333,9.25,11.333333333333334,3.8333333333333335,3.25,2.75,1.75,2.1666666666666665,1.5,1.5833333333333333,1.4166666666666667,0.9166666666666666,0.3333333333333333,1.1666666666666667,1.1666666666666667,1.0,1.4166666666666667,Antidepressants
40,40,40,40,vortioxetin,8.333333333333334,11.0,5.166666666666667,2.0,3.4166666666666665,3.5,3.5,0.4166666666666667,0.0,0.75,0.8333333333333334,0.5,0.5,0.25,0.0,0.5833333333333334,0.3333333333333333,0.3333333333333333,Antidepressants
41,41,41,41,wellbutrin,25.08333333333333,10.0,17.166666666666668,1.3333333333333333,1.4166666666666667,3.25,0.9166666666666666,2.583333333333333,1.4166666666666667,1.5,1.25,2.1666666666666665,1.75,1.6666666666666667,1.8333333333333333,1.9166666666666667,1.1666666666666667,0.9166666666666666,Antidepressants
42,42,42,42,bmw řady 3,19.08333333333333,17.083333333333332,4.666666666666667,2.0,0.9166666666666666,1.8333333333333333,0.0,1.9166666666666667,1.5,0.8333333333333334,0.6666666666666666,1.0,0.5833333333333334,0.25,0.5833333333333334,0.8333333333333334,0.3333333333333333,0.9166666666666666,Cars
43,43,43,43,Svobodné zednářství,13.083333333333334,2.25,12.333333333333334,2.083333333333333,1.5,2.1666666666666665,0.3333333333333333,0.75,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.1666666666666666,0.5833333333333334,0.5,0.3333333333333333,0.0833333333333333,0.6666666666666666,0.1666666666666666,Conspiracy Theories
44,44,44,44,Antifa,14.916666666666666,20.08333333333333,4.916666666666667,20.0,18.416666666666668,17.75,9.0,10.25,7.666666666666667,6.5,5.0,5.583333333333333,4.166666666666667,6.75,4.083333333333333,3.1666666666666665,4.416666666666667,4.5,Conspiracy Theories
45,45,45,45,assange,17.0,11.416666666666666,2.75,0.9166666666666666,5.083333333333333,2.1666666666666665,8.166666666666666,6.833333333333333,6.166666666666667,2.5,1.5,1.9166666666666667,3.083333333333333,2.0,1.6666666666666667,6.666666666666667,2.333333333333333,2.5,Conspiracy Theories
46,46,46,46,wikileaks,0.0,1.6666666666666667,1.5,0.0,0.4166666666666667,0.3333333333333333,14.25,5.333333333333333,1.6666666666666667,1.5,0.5833333333333334,0.9166666666666666,1.6666666666666667,1.0833333333333333,0.4166666666666667,0.5833333333333334,0.1666666666666666,0.0833333333333333,Conspiracy Theories
47,47,47,47,Edward Snowden,14.0,4.833333333333333,2.083333333333333,1.25,0.8333333333333334,3.1666666666666665,0.5833333333333334,0.6666666666666666,0.0833333333333333,3.333333333333333,1.1666666666666667,1.75,2.25,1.8333333333333333,1.0,0.9166666666666666,0.5833333333333334,0.5833333333333334,Conspiracy Theories
48,48,48,48,Přistání na Měsíci,8.333333333333334,5.0,13.75,1.5833333333333333,1.0,2.75,2.25,1.6666666666666667,2.833333333333333,1.3333333333333333,1.4166666666666667,2.1666666666666665,1.75,1.1666666666666667,1.4166666666666667,2.4166666666666665,1.4166666666666667,1.25,Conspiracy Theories
49,49,49,49,Tsoukalos,21.916666666666668,11.583333333333334,5.5,1.1666666666666667,1.75,2.333333333333333,1.0833333333333333,0.9166666666666666,2.083333333333333,0.5,1.6666666666666667,0.5833333333333334,0.75,1.0,0.4166666666666667,0.75,1.0833333333333333,0.5,Conspiracy Theories
50,50,50,50,reptiliáni,27.33333333333333,13.833333333333334,6.833333333333333,2.333333333333333,2.5,2.583333333333333,0.4166666666666667,0.6666666666666666,2.083333333333333,1.1666666666666667,2.75,0.8333333333333334,1.25,1.1666666666666667,0.8333333333333334,1.3333333333333333,1.6666666666666667,1.3333333333333333,Conspiracy Theories
51,51,51,51,ku klux klan,19.166666666666668,21.666666666666668,8.583333333333334,4.583333333333333,2.75,3.333333333333333,3.083333333333333,3.75,3.6666666666666665,6.5,4.916666666666667,4.333333333333333,4.833333333333333,4.166666666666667,5.416666666666667,3.4166666666666665,4.833333333333333,3.5,Conspiracy Theories
52,52,52,52,ps5,0.0,0.9166666666666666,1.5833333333333333,0.6666666666666666,1.0833333333333333,1.5,0.5,0.4166666666666667,0.4166666666666667,0.25,0.3333333333333333,0.5833333333333334,0.6666666666666666,1.1666666666666667,2.4166666666666665,4.833333333333333,38.66666666666666,56.083333333333336,Consumerism
53,53,53,53,costco,0.0,19.5,7.0,1.5,3.75,2.75,3.9166666666666665,2.4166666666666665,1.4166666666666667,1.8333333333333333,2.4166666666666665,3.333333333333333,2.0,3.333333333333333,2.6666666666666665,3.9166666666666665,2.6666666666666665,2.9166666666666665,Consumerism
54,54,54,54,tesco,25.83333333333333,24.916666666666668,30.0,34.916666666666664,35.666666666666664,35.0,38.0,42.66666666666666,45.91666666666666,47.16666666666666,53.833333333333336,58.583333333333336,55.5,60.833333333333336,59.333333333333336,56.583333333333336,60.583333333333336,51.91666666666666,Consumerism
55,55,55,55,whole foods,17.083333333333332,2.4166666666666665,4.166666666666667,4.083333333333333,1.6666666666666667,0.4166666666666667,1.5833333333333333,1.0833333333333333,0.3333333333333333,1.8333333333333333,0.9166666666666666,0.9166666666666666,1.0,1.8333333333333333,0.6666666666666666,0.4166666666666667,0.75,0.6666666666666666,Consumerism
56,56,56,56,dollar general,10.416666666666666,20.5,15.75,6.083333333333333,0.75,7.416666666666667,1.8333333333333333,1.5833333333333333,0.0,1.25,0.3333333333333333,0.5833333333333334,0.0833333333333333,0.1666666666666666,0.5833333333333334,0.1666666666666666,0.8333333333333334,0.1666666666666666,Consumerism
57,57,57,57,mac,65.25,62.083333333333336,61.16666666666666,69.66666666666667,75.41666666666667,79.66666666666667,84.0,84.08333333333333,75.41666666666667,67.41666666666667,60.333333333333336,54.0,51.083333333333336,49.25,44.41666666666666,36.66666666666666,37.0,31.58333333333333,Consumerism
58,58,58,58,ikea,8.916666666666666,14.0,18.83333333333333,25.0,28.75,32.0,33.75,37.0,42.333333333333336,45.41666666666666,53.083333333333336,57.16666666666666,57.25,67.5,73.66666666666667,76.25,82.91666666666667,79.66666666666667,Consumerism
59,59,59,59,kondomy,22.75,10.083333333333334,14.333333333333334,12.25,6.916666666666667,6.5,8.75,15.333333333333334,15.416666666666666,18.33333333333333,20.0,16.333333333333332,14.083333333333334,13.083333333333334,15.833333333333334,17.75,19.5,20.0,Contraceptives
60,60,60,60,pilulky,0.0,11.166666666666666,13.833333333333334,6.25,10.25,2.4166666666666665,2.75,9.583333333333334,5.0,5.833333333333333,6.333333333333333,7.416666666666667,6.0,5.416666666666667,7.5,5.416666666666667,4.666666666666667,6.5,Contraceptives
61,61,61,61,antikoncepce,42.75,31.666666666666668,34.083333333333336,35.083333333333336,39.333333333333336,41.16666666666666,44.833333333333336,53.25,52.5,56.66666666666666,52.16666666666666,46.5,41.5,39.583333333333336,40.583333333333336,37.25,33.416666666666664,32.5,Contraceptives
62,62,62,62,vasektomie,27.166666666666668,15.5,6.083333333333333,5.666666666666667,5.666666666666667,3.1666666666666665,6.416666666666667,6.166666666666667,5.666666666666667,5.333333333333333,5.916666666666667,5.75,3.75,5.416666666666667,10.25,5.5,7.833333333333333,5.75,Contraceptives
63,63,63,63,Rigevidon,8.333333333333334,10.75,7.75,1.4166666666666667,7.25,1.0,1.5833333333333333,1.0833333333333333,0.25,0.3333333333333333,0.0,0.1666666666666666,0.1666666666666666,0.5,0.5,0.5,0.0833333333333333,0.4166666666666667,Contraceptives
64,64,64,64,univerzita,56.083333333333336,60.333333333333336,57.25,54.5,53.66666666666666,53.0,53.41666666666666,53.75,48.91666666666666,44.66666666666666,39.75,34.416666666666664,28.5,26.0,24.08333333333333,22.0,21.25,18.83333333333333,Education
65,65,65,65,mateřská škola,8.333333333333334,18.916666666666668,27.25,36.583333333333336,41.333333333333336,36.5,40.16666666666666,43.5,43.583333333333336,46.833333333333336,45.91666666666666,45.5,43.333333333333336,45.41666666666666,41.41666666666666,48.0,60.083333333333336,53.333333333333336,Education
66,66,66,66,škola,66.5,64.91666666666667,64.91666666666667,60.5,58.75,58.0,60.16666666666666,66.25,63.25,58.66666666666666,56.333333333333336,54.16666666666666,49.91666666666666,50.833333333333336,50.083333333333336,52.25,64.5,58.25,Education
67,67,67,67,střelba ve škole,19.416666666666668,5.583333333333333,1.75,0.0,3.083333333333333,2.083333333333333,0.0,0.5,0.0833333333333333,0.25,0.3333333333333333,0.1666666666666666,0.0833333333333333,0.0833333333333333,0.25,0.25,0.25,0.0833333333333333,Education
68,68,68,68,vzdělávání,41.833333333333336,50.66666666666666,54.25,47.16666666666666,43.66666666666666,45.75,49.083333333333336,44.75,40.41666666666666,37.25,37.083333333333336,36.16666666666666,33.666666666666664,33.916666666666664,25.916666666666668,25.0,23.666666666666668,23.83333333333333,Education
69,69,69,69,zeměpis,46.5,41.41666666666666,34.416666666666664,35.583333333333336,26.25,22.416666666666668,20.5,21.75,21.83333333333333,17.0,16.5,15.333333333333334,14.916666666666666,13.25,13.5,14.5,15.666666666666666,15.0,Education
70,70,70,70,angličtina,59.25,66.0,54.25,54.91666666666666,55.833333333333336,55.75,56.91666666666666,56.333333333333336,55.083333333333336,51.5,51.66666666666666,50.583333333333336,46.0,43.083333333333336,40.083333333333336,36.25,41.5,44.583333333333336,Education
71,71,71,71,německy,13.666666666666666,11.166666666666666,25.75,24.25,26.916666666666668,27.25,30.83333333333333,34.166666666666664,36.333333333333336,36.41666666666666,39.16666666666666,42.41666666666666,46.333333333333336,46.75,50.66666666666666,53.66666666666666,60.16666666666666,65.0,Education
72,72,72,72,výpočet,53.583333333333336,56.0,60.16666666666666,60.75,68.75,74.75,74.66666666666667,78.08333333333333,72.08333333333333,70.08333333333333,73.75,74.16666666666667,65.75,70.08333333333333,72.33333333333333,69.75,68.41666666666667,65.83333333333333,Education
73,73,73,73,závod,42.583333333333336,29.33333333333333,26.666666666666668,20.5,24.5,26.166666666666668,25.83333333333333,24.916666666666668,24.5,23.0,26.08333333333333,24.166666666666668,22.666666666666668,20.416666666666668,18.666666666666668,18.5,17.416666666666668,16.75,Education
74,74,74,74,závody,56.0,59.333333333333336,47.41666666666666,46.16666666666666,44.5,42.16666666666666,42.41666666666666,42.333333333333336,41.333333333333336,37.083333333333336,36.75,34.75,31.75,32.416666666666664,31.666666666666668,33.75,27.58333333333333,26.916666666666668,Education
75,75,75,75,Úrovně A,0.0,15.416666666666666,8.75,0.9166666666666666,0.8333333333333334,1.75,1.6666666666666667,0.9166666666666666,0.75,2.0,2.083333333333333,1.25,1.9166666666666667,1.25,0.8333333333333334,0.5833333333333334,1.0833333333333333,1.0833333333333333,Education
76,76,76,76,Univerzita,56.083333333333336,60.333333333333336,57.25,54.5,53.66666666666666,53.0,53.41666666666666,53.75,48.91666666666666,44.66666666666666,39.75,34.416666666666664,28.5,26.0,24.08333333333333,22.0,21.25,18.83333333333333,Education
77,77,77,77,Harvardova univerzita,2.583333333333333,10.666666666666666,3.333333333333333,2.25,1.0,1.3333333333333333,0.4166666666666667,0.75,0.5,0.25,0.5,0.25,0.25,0.1666666666666666,0.1666666666666666,0.1666666666666666,0.25,0.3333333333333333,University
78,78,78,78,Stanfordova univerzita,10.833333333333334,3.25,0.6666666666666666,0.3333333333333333,0.5833333333333334,0.5,1.5,0.25,0.1666666666666666,0.25,0.0833333333333333,0.0,0.0833333333333333,0.0833333333333333,0.0833333333333333,0.0833333333333333,0.0833333333333333,0.0,University
79,79,79,79,Oxfordská univerzita,7.416666666666667,23.08333333333333,3.9166666666666665,12.333333333333334,1.75,1.6666666666666667,0.75,1.8333333333333333,1.6666666666666667,0.8333333333333334,0.25,0.5,1.0,0.0833333333333333,0.6666666666666666,0.9166666666666666,0.5833333333333334,0.0,University
80,80,80,80,Caltech,22.58333333333333,12.0,1.25,4.916666666666667,0.5,0.4166666666666667,0.8333333333333334,0.6666666666666666,0.9166666666666666,0.1666666666666666,0.3333333333333333,0.75,0.3333333333333333,0.5,0.5,0.4166666666666667,0.6666666666666666,0.4166666666666667,University
81,81,81,81,UCB,8.333333333333334,0.0,5.166666666666667,8.583333333333334,4.666666666666667,8.916666666666666,5.916666666666667,10.0,17.083333333333332,17.833333333333332,18.666666666666668,19.916666666666668,22.166666666666668,21.83333333333333,19.33333333333333,15.583333333333334,15.666666666666666,14.0,University
82,82,82,82,Kolumbijská univerzita,15.5,2.4166666666666665,6.416666666666667,1.4166666666666667,1.8333333333333333,2.083333333333333,0.75,0.75,0.1666666666666666,0.0,0.75,0.1666666666666666,0.0833333333333333,0.1666666666666666,0.1666666666666666,0.4166666666666667,0.1666666666666666,0.3333333333333333,University
83,83,83,83,Univerzita Johnse Hopkinse,19.416666666666668,5.916666666666667,9.583333333333334,2.5,1.5833333333333333,2.333333333333333,1.5,0.3333333333333333,0.9166666666666666,0.3333333333333333,0.0,0.4166666666666667,0.3333333333333333,0.4166666666666667,0.1666666666666666,0.3333333333333333,0.1666666666666666,0.6666666666666666,University
84,84,84,84,Imperial College London,17.0,5.333333333333333,1.5833333333333333,2.083333333333333,1.5,0.6666666666666666,0.9166666666666666,2.1666666666666665,0.25,0.25,1.0833333333333333,0.4166666666666667,0.3333333333333333,1.0,0.4166666666666667,0.5,0.5,0.4166666666666667,University
85,85,85,85,University of Toronto,14.75,15.666666666666666,4.916666666666667,2.1666666666666665,1.4166666666666667,1.9166666666666667,1.75,0.8333333333333334,1.75,0.75,0.9166666666666666,1.0833333333333333,0.4166666666666667,0.1666666666666666,0.4166666666666667,0.3333333333333333,0.4166666666666667,0.5,University
86,86,86,86,Duke University,22.25,15.583333333333334,7.916666666666667,6.916666666666667,8.5,4.083333333333333,1.25,1.6666666666666667,0.4166666666666667,1.8333333333333333,1.75,0.75,0.8333333333333334,0.5,1.0,0.3333333333333333,0.6666666666666666,0.1666666666666666,University
87,87,87,87,NUS,8.333333333333334,4.083333333333333,6.25,2.25,0.6666666666666666,0.75,1.5,1.4166666666666667,1.75,1.3333333333333333,0.9166666666666666,0.75,0.6666666666666666,0.75,0.5833333333333334,0.6666666666666666,0.4166666666666667,0.75,University
88,88,88,88,University of British Columbia,15.0,3.333333333333333,1.3333333333333333,2.0,1.5833333333333333,0.0,0.3333333333333333,0.0,0.4166666666666667,0.1666666666666666,0.25,0.4166666666666667,0.0833333333333333,0.3333333333333333,0.0833333333333333,0.25,0.25,0.0,University
89,89,89,89,LMU,4.916666666666667,16.166666666666668,1.9166666666666667,1.75,1.0833333333333333,0.9166666666666666,1.6666666666666667,1.25,1.3333333333333333,0.8333333333333334,0.8333333333333334,0.75,0.6666666666666666,0.3333333333333333,0.75,0.5,0.5,0.4166666666666667,University
90,90,90,90,TUM,8.333333333333334,7.583333333333333,0.6666666666666666,4.5,2.0,1.5833333333333333,1.9166666666666667,1.0,1.4166666666666667,2.1666666666666665,1.5833333333333333,2.0,1.6666666666666667,1.5,1.75,1.5,1.0,1.25,University
91,91,91,91,KU Leuven,8.333333333333334,10.916666666666666,6.166666666666667,3.75,3.9166666666666665,3.083333333333333,2.25,1.75,0.9166666666666666,0.6666666666666666,0.75,1.0833333333333333,0.3333333333333333,1.5833333333333333,1.3333333333333333,0.8333333333333334,0.6666666666666666,0.3333333333333333,University
92,92,92,92,Carnegie Mellon University,12.083333333333334,10.666666666666666,4.416666666666667,4.083333333333333,2.083333333333333,2.5,3.0,1.0833333333333333,1.0833333333333333,0.0,1.5,0.5833333333333334,0.25,0.0833333333333333,0.8333333333333334,0.9166666666666666,0.25,0.75,University
93,93,93,93,UCSB,17.416666666666668,8.333333333333334,9.583333333333334,1.8333333333333333,1.6666666666666667,4.0,1.6666666666666667,1.1666666666666667,0.9166666666666666,0.5,1.0,0.3333333333333333,0.0,0.25,0.4166666666666667,0.75,0.3333333333333333,0.3333333333333333,University
94,94,94,94,Brown University,8.333333333333334,0.0,4.0,2.0,1.6666666666666667,1.0,1.5833333333333333,0.8333333333333334,1.4166666666666667,0.8333333333333334,0.4166666666666667,0.3333333333333333,0.8333333333333334,0.4166666666666667,0.8333333333333334,0.5,0.5833333333333334,0.25,University
95,95,95,95,Ohio State University,8.333333333333334,9.166666666666666,6.083333333333333,2.6666666666666665,1.9166666666666667,0.0,1.25,0.25,2.0,0.5,0.0,1.0,0.5833333333333334,0.1666666666666666,0.0,0.5,0.0,0.3333333333333333,University
