keyword,fertility
Neuvěřitelný Hulk,-0.6516339264075481
Obr Dobr,-0.4836836797818708
Revenant,0.09663898191077507
Turbo,-0.5224347306509883
Rango,-0.22788203704495802
Tučňáci z Madagaskaru,-0.4222693730504309
Bourneovo ultimátum,-0.6271215307739425
Ant-Man,-0.45904773103595176
Hunger Games: Vražedná pomsta,-0.575528948855421
Válka světů,-0.6265177900340971
Mizerové 2,-0.724163085685588
Kocour v botách,-0.619525370746145
Noe,0.3153844206112508
Tintinova dobrodružství,-0.584328615794078
Harry Potter a vězeň z Azkabanu,-0.3855489833537808
Austrálie,-0.6679556619826447
Po zániku Země,-0.6454898564824624
Dinosaurus,0.7717482633006669
Noc v muzeu: Tajemství hrobky,-0.8001604697732653
Megamysl,-0.16809280115177516
Harry Potter a kámen mudrců,0.40909379063508644
Piráti z Karibiku: Prokletí Černé perly,-0.6186231844283155
Hunger Games: Síla vzdoru 1. část,-0.77324794442214
Rio 2,-0.3769980090975907
X-Men 2,-0.7294380723553971
Rychle a zběsile 5,-0.366675691667995
Sherlock Holmes: Hra stínů,-0.6827944820842161
Souboj titánů,-0.27186417225671405
Total Recall,-0.6541508731046388
Vikingové,0.7456265166720975
Bourneův odkaz,-0.5879362751345854
Batman a Robin,-0.6599306205336641
Jak Grinch ukradl Vánoce,-0.6710874067543848
Dokonalá bouře,-0.7306834104041814
Pí a jeho život,-0.4838331693790028
Ghost Rider,-0.6281894844990344
Jason Bourne,-0.3476776986733048
Charlieho andílci: Na plný pecky,-0.7795300294159523
Prometheus,-0.09156002293398638
Myšák Stuart Little 2,-0.6900414607467917
Elysium,-0.045167376676483385
Riddick: Kronika temna,-0.49062516904764475
RoboCop,-0.38919482064024113
Speed Racer,-0.4497151815365613
"Poznáš, až to přijde?",-0.7482291311694328
"Zatím spolu, zatím živi",-0.7650378832756086
Nevědomí,-0.653488575800319
Příšerky s.r.o.,-0.4785810071718795
Wolverine,0.36360051904880303
Croodsovi,-0.4568931977130515
Asterix a Olympijské hry,-0.5187477227454431
Kód Navajo,-0.5056853667888331
Lovec: Zimní válka,-0.6034031431077592
Želvy Ninja,-0.12103176146200863
Gravitace,0.09183699072803998
Želvy Ninja 2,-0.6036145750821259
Fantastická čtyřka,-0.6382141216750705
San Andreas,-0.6623095669222575
Zítřek nikdy neumírá,-0.6918604621049832
Patriot,0.3480183345614395
Dannyho parťáci 2,-0.6739845466595242
Mr. & Mrs. Smith,-0.7800298050987161
Rezistence,0.23521513524867277
Letec,-0.5992554901714553
Gulliverovy cesty,-0.6733608031404764
Zelený sršeň,-0.7015737340943561
300: Vzestup říše,-0.40264971393706944
U nás na farmě,-0.699096893070544
Aliance,-0.6270156275509444
Ocelová pěst,-0.3476432982013628
Šmoulové 2,-0.26923416606052863
Enderova hra,-0.3416923627144043
Smrtonosná past 4.0,-0.6710435346876984
Cesta kolem světa za 80 dní,-0.7802239728078664
Ali,-0.5868148609176369
Kocour,0.8288762627476361
"Já, robot",-0.7212446764805056
Království nebeské,-0.49150377471595474
Myšák Stuart Little,-0.7710174773678001
Princezna a žabák,-0.5584133648708326
Marťan,-0.12375200734066917
Ostrov,0.7211836228036436
Taková rodinná romance,-0.5921198225899122
Gladiátor,-0.782057768407942
Minority Report,-0.6786017168929206
Harry Potter a Tajemná komnata,-0.41349218056618303
Casino Royale,-0.7149409888945032
Planeta opic,-0.504943663309599
Veřejní nepřátelé,-0.5727716606513251
Americký gangster,-0.6067385193868419
Pravdivé lži,-0.7084982905080022
Únos vlaku 1 2 3,-0.7466884422803878
Fotři jsou lotři,-0.6552803765659488
Benga v záloze,-0.5363470866314457
Likvidátor,-0.7201929976828925
Nespoutaný Django,-0.25998714154780195
Zvoník u Matky Boží,-0.7275956317771387
Není král jako král,-0.4106384110796785
Lovci pokladů,-0.39716404310934766
Eragon,-0.6873894854390218
Max a maxipříšerky,-0.16157325192573246
Království lesních strážců,-0.5777004245106082
Cizinec,-0.08167947231872777
Konec světa,-0.21076869829768297
Krvavý diamant,-0.5606895168751564
Vlk z Wall Street,0.26001383750392204
Batman navždy,-0.5861791281339256
twitch,0.805393341231511
youtube,0.8029036669147946
kvalita vody,0.12143963510871099
frakování,-0.7138905374180992
změna klimatu,-0.7999450766512913
solární panely,-0.20978460882121497
větrná turbína,-0.7199730598004087
ac,0.3809598196946293
lpg,-0.6701381660635272
cng,0.7781081547933062
loterie,0.5821067678618764
kasino,-0.6394829574370215
bet365,0.6830593154543525
fortuna,0.8046510962819738
betway,-0.6721684003305513
1xbet,-0.15358409153511637
sazka,0.17523984483816413
tipsport,0.8535389708578746
euromillions,-0.7859164288953713
eurojackpot,0.8007391702579033
sportka,0.525337253226609
lotto,-0.5002855298207514
Mega Millions,-0.7557228960095286
Powerball,-0.625644586762666
Grand theft auto V,-0.5447402311747274
Grand theft auto 5,-0.05392797357140054
GTA V,0.5604781751487001
GTA,-0.11072185704219005
GTA 5,0.714469645575004
Call of Duty,-0.7773234343922569
Minecraft,0.2362351889871426
Lol,0.4900472852350867
League of Legends,0.24027301310207472
Wow,-0.2014031916012168
World of Warcraft,-0.6292577148979226
Starcraft,-0.5992468401580118
Steam,0.5823600388311956
AR-15,-0.518291305136809
Glock,0.5729072584056046
zbraně,-0.7951697795129319
zbraň,-0.45603093118993593
cz-75,-0.6662218416966398
M1911,-0.5927086613190975
G43,-0.693213997252903
P365,-0.6542823565639511
G2C,-0.7276217590269841
p226,-0.7720624988454262
m&p,-0.6949606690155131
mossberg,-0.6455868835056988
remington,0.541518531308451
druhy antikoncepce,-0.587430630177946
jak přestat kouřit,-0.6450926238020935
plicní onemocnění,-0.6437644222472333
ranní nevolnost,-0.5801611044249602
očkovací látky,-0.6626127396593163
očkování,0.858058718377454
deprese,0.35603562557880536
psychiatr,0.9274937454160398
zdravotní péče,-0.6372555658686918
zdravotní pojištění,0.08506313278447154
neplodnost,-0.6172512822809869
UV světlo,-0.6227169169093978
opalovací krém,-0.005408367819283676
spf,0.4558689784462876
dehydratace,-0.44498868087268867
jak zhubnout,0.5654078098552028
rakovina kůže,-0.5564326252477568
melanom,-0.32870260020936315
mateřská znaménka,-0.7424819283914139
nedostatek spánku,-0.6400724757138697
jak spát,-0.07656566464691948
melatonin,0.3352102969264828
nemohu usnout,-0.5156772636098287
terapie,0.37269370950160496
terapeut,0.5986203046309795
Apartmány na prodej,-0.6583360049798166
Domy k pronájmu,-0.4786773836256284
Domy na prodej,0.849681821749464
nemovitosti,0.5822890228639619
levné nemovitosti,-0.7699485620383205
byty Praha,0.20866845302125325
byty Brno,0.6004977215232365
byty Ostrava,0.6837357305610633
goodwill,-0.8310281308733503
charita,-0.4665111880411277
Armáda spásy,-0.6639215418892612
YMCA,-0.8732630726663391
Marie Curie,-0.6680425193792429
lékaři bez hranic,-0.5949505251010596
emmaus,-0.5143038407201
Archa,-0.6202203257033616
CKD,-0.6476597833516063
V prostřednictvím,-0.640607553702478
Malteser,-0.7726667111997058
SkF,-0.39698366771894944
SKM,-0.09700037334357745
VKD,-0.6874491726619157
Amnesty international,-0.8749419151017664
Greenpeace,-0.7195553549646715
hnutí duha,-0.8595092683234875
nadace terezy maxové,-0.7515575890994639
Unicef,-0.8692718383845461
republikáni,-0.7062062541449421
demokraté,-0.7988380183147089
Komunistický manifest,-0.7343636959291685
Odborový svaz,-0.7732395658497553
toxická maskulinita,-0.6413546951489602
NAP,-0.5989446105495893
decentralizace,-0.7115850981066633
volný trh,-0.6997823636765369
1984,-0.6344103840244047
odbory,-0.39645920390524453
marx,-0.7780983429501775
guevara,-0.7940792684700266
castro,-0.28112883461767924
Jordan Peterson,-0.25298384276775426
Noam Chomsky,-0.7634179405406702
postmodernismus,-0.4400667825683803
politika jednoho dítěte,-0.607697229226537
práva žen,-0.6907874704221313
polygamie,-0.5619980784444824
feminismus,-0.770889086609575
migrace,-0.7215641132906417
tradiční hodnoty,-0.5460234979165939
THC,-0.46845690944090573
Fentanyl,-0.41314576118658025
konopí,-0.22195008348611686
tabák,0.6756135290194086
mdma,0.29894916462648397
extáze,-0.504694085638986
molly,-0.06799812092248063
kratom,0.4213654547824122
LSD,-0.1315391686473819
kyselina,0.8060125783028631
koks,-0.4729230720518418
crack,-0.855677489769734
metamfetamin,-0.3884256391364365
crystal,-0.872291764073612
rohypnol,-0.5649584846183348
benzos,-0.7283144741291223
opioidy,-0.3359026540226336
heroin,-0.08850310763998932
vape,0.5596192782140785
shisha,0.7170334834107693
Marihuana,-0.8416057711762454
Crypto,0.15494569976083852
Kryptoměna,-0.459426384458639
Bitcoin,0.7438780245752934
Ethereum,0.2077435178663056
Cardano,-0.2645148363634598
Elon Musk,0.5107387832038258
účetní,-0.611604586988956
pasivní příjem,-0.547529753324051
nasdaq,0.027109480233910386
Bill Gates,-0.502384916039725
daně,-0.9191247273710275
nová práce,-0.5120694865470181
pracovní pohovor,-0.6683850814026105
motivační dopis,-0.31823732678944366
zelená karta,-0.6391339794354169
Vodka,0.688719745972022
Whiskey,0.2204294902650675
Brandy,-0.3747178963724442
Vermut,-0.6080377170015876
Koňak,-0.3388987912212485
Pivo,0.8961721762210173
Rum,0.8652144405614742
Gin,0.6047311070130287
obchod s alkoholem,-0.6544448996940416
levný alkohol,-0.7278110291434198
Monster,-0.06757018200564163
Red Bull,0.15830159925665074
energetické nápoje,-0.6188696346805
káva,0.8254521241027514
starbucks,0.7699651509121321
nescafe,-0.07292557312052456
lavazza,-0.35150247191568224
tchibo,0.7047847725901715
delonghi,0.8736674167606947
illy,-0.3849531241967396
davidoff,-0.4257421398193641
Kofein,-0.20217736857101135
cigarety,0.7807937373327327
marlboro,-0.500184000362722
newport,-0.6854089640283966
camel,0.6706684650266924
koktejly,-0.4773527576792418
podpora v nezaměstnanosti,-0.544520461689174
sociální služby,0.5349593359507124
kupóny,-0.6438313263243279
slevy,0.33352093907298613
letáky,0.34760745629639794
recepty,0.5848162667664338
levná večeře,-0.5384718871207583
úspory,-0.7370868878640823
jak ušetřit peníze,-0.6192369867170902
rozvod,0.3022224792439761
rozvodový právník,-0.6850825825990557
novinky,0.729467506292305
fox news,-0.17557327800392725
bbc,-0.8083578098006616
cnbc,-0.49651230102192
daily stormer,-0.6880496394126756
nbc,-0.7718028589570652
the new york times,-0.6192657012390498
rt,-0.1737883882399833
česká televize,-0.5470045318099436
čt,0.7475271133396534
ct,0.9090637272673594
irozhlas,0.4452590558220423
idnes,0.8187267073945512
ihned,0.3596852386557422
hospodarske noviny,-0.7899055946795056
usa today,-0.6466644949665464
the wall street journal,-0.5821952267121502
los angeles times,-0.31670977525529
bild,-0.19782979466434522
daily mail,0.0678528860500868
evening standard,-0.7507340837161393
daily express,-0.5751803042028488
daily star,-0.484741111140561
daily record,-0.6336155944972311
the guardian,-0.5953563305029702
the sun,-0.6247462517851796
the times,-0.772909539388364
the daily telegraph,-0.47329233209731714
the independent,-0.7129801895712458
Frankfurter Allgemeine Zeitung,-0.5508509275580104
Die Welt,0.6037495306720265
Handelsblatt,-0.7100113321843124
Die Tageszeitung,-0.5548944654447773
Die Zeit,-0.7288625105853946
Junge Freiheit,-0.5806895098389797
Der spiegel,-0.6329920876157452
Blesk,0.7922739461969271
Deník N,0.007758896780447214
Haló noviny,-0.8038885593909532
Hospodářské noviny,-0.7211417171669806
Lidové noviny,-0.8746427592660408
MF DNES,-0.8702898570325407
Právo,-0.9011858137493168
Sport,0.7689242742671785
Forum,-0.5081458643226957
Cosmopolitan,-0.6793055253492329
Volební hlasování,-0.591320435081022
japonský,0.14039401470374008
kostel,0.8189002721044002
ateismus,-0.5451411443998639
muhammad,-0.3873911466795069
alláh,-0.6489735188882362
halal,0.5110097108101062
noviny,-0.8914618524165722
mešita,-0.2807823423647232
šaría,-0.4591412434544295
židovské,-0.7524375633512145
chanuka,-0.7002346839297318
šabat,-0.6474244705099357
Sionismus,-0.780009431778397
Jidiš,-0.6417936682229171
Antisemitismus,-0.6727101222852925
celibát,-0.388242453290654
sedm smrtelných hříchů,-0.7539326765830571
Chtíč,-0.8466876259925702
Chamtivost,-0.7520528463027812
Hněv,-0.4706477606705283
Závist,-0.5606774489839641
Protestantismus,-0.7185364824581433
Katolíci,-0.6510793984004061
Katolická církev,-0.6654022358278792
Baptisté,-0.5304726138030887
Metodisté,-0.7261212874959396
Luteráni,-0.7322140334018954
Jednota bratrská,-0.6525487783110614
3M,0.2796005531679512
Abbott Laboratories,-0.5447732402394128
AbbVie,-0.7261120438506022
Accenture,-0.884161320997145
Activision Blizzard,-0.6497139728489674
ADM,-0.5347966715013752
Adobe,-0.8708461924573307
Aflac,-0.7379281292119676
Amazon,0.8449133990613776
American Express,-0.8367562901246047
Ametek,-0.681485067452266
Analog Devices,-0.761653654834733
Anthem,-0.6388912425515106
Aon,-0.6854292759467432
Apple,0.8936768465681387
AT&T,-0.7781835377994702
Autodesk,-0.9209980713667
Avery Dennison,-0.6772735940766648
Baker Hughes,0.06215972454537265
Bank of America,-0.7076888224460759
Best Buy,-0.5941904675594399
Boeing,-0.06806756830348377
BorgWarner,-0.6854420332305905
Boston Scientific,-0.5435560507122715
Broadcom,-0.7466422466239734
Brown & Brown,-0.6729422992642414
CBRE,-0.6655553478044395
CDW,-0.7225125927123919
Cerner,-0.6406327354087734
Chubb,-0.6471919803971069
Comcast,-0.585472276045467
Comerica,-0.7720632492879995
Costco,-0.6798874383413248
CSX,-0.682466037277815
Dollar Tree,-0.5288987388250336
Dominion Energy,-0.7452454485799882
Domino's Pizza,-0.5199215609644623
Dow,-0.3339749637593699
eBay,0.48649738691012306
Ecolab,-0.544351373582279
Edwards Lifesciences,-0.6295881445581235
Electronic Arts,-0.83711217292825
Equifax,-0.7212074110165325
Etsy,0.7266192378436689
Exelon,-0.38182154668394513
Expedia Group,-0.5968056332024079
Expeditors,-0.700954643409429
ExxonMobil,-0.7868787275997116
Facebook,0.5787733837169047
Fastenal,-0.5901238331442777
Fleetcor,-0.7336065303390626
Ford,-0.042373429317055324
Fortinet,-0.5167398925087319
Gap,0.057892279399535146
Gartner,-0.7605938164999463
General Electric,-0.5764318373004115
Gilead Sciences,-0.720410898802033
Goldman Sachs,-0.7830762070224563
Halliburton,-0.03851151743755721
Hasbro,-0.39624384506936644
Henry Schein,-0.3833918673405822
Hewlett Packard Enterprise,-0.6718884555301531
Home Depot,-0.6795262830150172
Honeywell,-0.6167379670609255
Humana,-0.5211339327892833
IBM,-0.8763742598796226
IHS Markit,-0.469715597935375
Intel,-0.8501118389879574
Invesco,-0.7204866861248695
IQVIA,-0.7227943113252255
Johnson Controls,-0.8087415038986633
JPMorgan Chase,-0.5793329326494033
Kimberly-Clark,-0.6857743442662141
LabCorp,-0.7278480969928186
Las Vegas Sands,-0.7231889698809643
Lockheed Martin,-0.5529191920980746
Masco,-0.660083311329728
Mastercard,0.2242611746224839
McDonald's,0.9359978006219754
Mettler Toledo,-0.8008003404924424
Mondelez International,-0.7141385113783438
Morgan Stanley,-0.6898768373066124
Motorola Solutions,-0.6355906691531361
MSCI,-0.687180662625505
Nasdaq,0.027109480233910386
Newmont,-0.570117175990299
Northern Trust,-0.7634970820878748
Northrop Grumman,-0.6104541065097849
Nvidia,-0.9176969595539697
NVR,-0.4943815663480201
Omnicom Group,-0.6802032329440644
Oneok,-0.6662541961423125
Paccar,-0.46651117717689916
PayPal,0.4467471003996013
Pentair,-0.7567043557012896
Pfizer,-0.57998462630835
PPG Industries,-0.6235332360852816
PPL,0.8550609934816554
Prologis,-0.42628037240691036
PVH,-0.5352116730356267
Qualcomm,0.004626785043451545
Raytheon Technologies,-0.5820217011227836
Republic Services,-0.7978723598712621
Schlumberger,-0.7795568779481982
ServiceNow,-0.21430713096562173
Starbucks,0.7699651509121321
Steris,-0.6973404698383513
Sysco,-0.727969164589882
Tapestry,-0.8134792018950194
Tesla,0.1927245159343044
Textron,-0.7253257309550949
Twitter,0.7656998768602896
UDR,0.04295434861312122
Union Pacific,-0.788578066323053
United Airlines,-0.6779453833964071
VF Corporation,-0.6741468132006814
Viatris,-0.7483001253860779
Visa,-0.7269651127340597
Walmart,-0.3881213651189767
Wells Fargo,-0.6240482836923239
Western Digital,-0.8221808315837738
Western Union,-0.3799855524621315
WestRock,-0.6652775879025695
Xylem,-0.5738899062884378
Zebra Technologies,-0.6272639815703955
Zoetis,-0.6935624213258264
fotbal,0.7136021648138579
basketbal,-0.19830379426602918
volejbal,-0.7749040012952929
hokej,0.653788820683809
UEFA,-0.6425422726420704
Messi,0.5905176404658079
Ronaldo,0.7351479127050258
Lewis Hamilton,0.5424541784922698
Vettel,-0.19094541409761293
Steroidy,-0.35820851906373613
Kortikosteroidy,-0.6628990177724664
Anabolika,-0.7443466216290096
Mesterolon,-0.7667380016718945
Methyltestosteron,-0.6892176841584764
Vstřikování,-0.510309777013335
Testosteron,0.7554372370220838
zoo brno,-0.176991818720766
zoo olomouc,0.5778971555650917
zoologická zahrada Ostrava,-0.6337466041246769
zoo plzeň,-0.28138723762471796
Disneyland,-0.0037811245882818424
legoland,0.3985857266258378
Cincinnati Zoo,-0.6937681474284714
Kansas City Zoo,-0.5289094213673008
Paris,-0.8518574359761018
Maui,-0.34509883886133624
Tahiti,-0.47120135004549724
Tokio,-0.39093085522478105
Maledivy,0.6134240383335575
Phuket,-0.32747713277434015
Grand Canyon,-0.47278862887496415
Kostarika,0.023684510752601872
Bali,0.8259147852353536
Sydney,-0.8666381598290248
Dubaj,0.8252635451412174
Svatá Lucie,-0.5403668841461061
Florence,0.048823234213049065
Santorini,0.6311176635987669
Yellowstone,0.17734830028019932
Yosemity,-0.6236716815208466
Rio de Janeiro,-0.48972593980420404
yosemite,-0.17922862015038668
Plitvická jezera,-0.25651750158412717
Národní park Komodo,-0.7303256778157143
tommorowland,-0.6749987461278458
sxsw,-0.6968738628181216
ultra miami,-0.536451216023435
bupropion,-0.7212385021863505
trazodon,-0.5884490432061928
eskalace,-0.4788653383069664
amitriptylin,-0.7962463113353146
latuda,-0.7669194985751203
lamictal,-0.5986269330482564
lamotrigin,-0.7608972748650726
lexapro,-0.668433435688202
quetiapin,-0.43822461716016586
sertralin,-0.501769962230703
bmw,0.9370760255057045
volkswagen,0.875423062748748
Škoda Octavia,0.7365478027890032
Ford f150,-0.3150898835616392
autismus,0.7080196169878749
Atentát na JFK,-0.6730057755332943
27 Club,-0.5868177521768725
Nový světový řád,-0.7077193847471674
