keyword,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,Cathegory
doxepin,5.166666666666667,12.5,10.833333333333334,2.5,3.083333333333333,3.333333333333333,1.75,0.8333333333333334,1.5,1.9166666666666667,1.75,1.3333333333333333,1.0833333333333333,0.9166666666666666,2.0,1.75,1.8333333333333333,1.75,Antidepressants
Anafranil,19.25,15.5,20.58333333333333,14.333333333333334,14.5,12.416666666666666,13.916666666666666,13.416666666666666,12.5,12.166666666666666,14.666666666666666,13.333333333333334,11.833333333333334,13.583333333333334,11.916666666666666,12.916666666666666,11.833333333333334,13.916666666666666,Antidepressants
clomipramina,16.083333333333332,9.916666666666666,9.25,2.75,2.4166666666666665,3.9166666666666665,5.083333333333333,3.333333333333333,4.333333333333333,3.6666666666666665,5.083333333333333,4.083333333333333,4.083333333333333,4.583333333333333,5.083333333333333,3.8333333333333335,4.583333333333333,3.083333333333333,Antidepressants
bupropion,20.166666666666668,26.08333333333333,30.33333333333333,19.916666666666668,14.166666666666666,18.5,15.583333333333334,18.416666666666668,17.583333333333332,18.33333333333333,22.416666666666668,22.166666666666668,20.75,21.58333333333333,22.166666666666668,30.0,22.916666666666668,27.33333333333333,Antidepressants
Rexulti,12.5,12.166666666666666,5.583333333333333,3.4166666666666665,1.75,2.4166666666666665,0.75,1.0833333333333333,0.9166666666666666,1.75,1.1666666666666667,1.0,1.1666666666666667,2.4166666666666665,0.8333333333333334,0.1666666666666666,0.3333333333333333,0.4166666666666667,Antidepressants
Celexa,9.916666666666666,0.5833333333333334,3.0,2.333333333333333,0.4166666666666667,1.0833333333333333,1.5833333333333333,0.75,1.0,0.3333333333333333,0.75,0.8333333333333334,0.6666666666666666,0.4166666666666667,0.5,0.8333333333333334,0.4166666666666667,0.5833333333333334,Antidepressants
Cymbalta,4.75,11.0,38.0,39.91666666666666,43.25,36.25,36.16666666666666,44.333333333333336,45.41666666666666,53.16666666666666,50.333333333333336,46.333333333333336,33.833333333333336,33.5,31.5,33.25,27.416666666666668,33.416666666666664,Antidepressants
duloxetina,16.083333333333332,9.166666666666666,42.333333333333336,26.0,23.666666666666668,19.25,16.0,19.416666666666668,24.75,30.916666666666668,28.416666666666668,35.833333333333336,34.833333333333336,42.25,47.41666666666666,47.083333333333336,51.16666666666666,64.41666666666667,Antidepressants
desyrel,23.33333333333333,9.666666666666666,8.083333333333334,5.5,8.083333333333334,3.25,1.1666666666666667,0.0,2.4166666666666665,2.1666666666666665,0.0,1.6666666666666667,2.9166666666666665,2.0,0.8333333333333334,0.3333333333333333,0.75,1.9166666666666667,Antidepressants
trazodona,8.333333333333334,4.666666666666667,5.5,7.083333333333333,12.083333333333334,13.416666666666666,9.75,14.0,17.0,19.75,25.08333333333333,30.75,31.416666666666668,34.5,40.583333333333336,52.16666666666666,59.91666666666666,58.75,Antidepressants
venlafaxina,25.58333333333333,40.333333333333336,17.583333333333332,14.083333333333334,14.416666666666666,18.166666666666668,22.916666666666668,32.416666666666664,37.333333333333336,43.25,41.41666666666666,44.16666666666666,37.5,39.333333333333336,41.583333333333336,47.833333333333336,43.41666666666666,49.41666666666666,Antidepressants
emsam,20.58333333333333,11.0,4.583333333333333,1.0,1.75,2.6666666666666665,0.6666666666666666,0.5833333333333334,0.4166666666666667,0.0,0.0,0.9166666666666666,0.5833333333333334,0.1666666666666666,0.25,1.25,0.1666666666666666,0.8333333333333334,Antidepressants
Selegilina,4.0,21.916666666666668,9.833333333333334,13.166666666666666,1.5,2.25,4.25,7.0,5.083333333333333,3.4166666666666665,3.75,4.333333333333333,1.25,0.75,2.6666666666666665,1.25,1.25,1.3333333333333333,Antidepressants
spravato,13.0,10.416666666666666,18.416666666666668,0.0,3.083333333333333,2.4166666666666665,1.0833333333333333,0.3333333333333333,1.6666666666666667,2.9166666666666665,1.3333333333333333,0.5,0.0,1.6666666666666667,0.0,0.6666666666666666,1.0,2.0,Antidepressants
amitriptilina,30.666666666666668,11.25,25.5,22.916666666666668,17.083333333333332,21.666666666666668,22.0,16.333333333333332,17.25,18.916666666666668,23.83333333333333,24.33333333333333,20.416666666666668,23.666666666666668,23.83333333333333,30.166666666666668,30.25,35.583333333333336,Antidepressants
elavil,5.916666666666667,8.833333333333334,11.416666666666666,11.416666666666666,6.583333333333333,6.166666666666667,5.25,0.0,1.6666666666666667,1.5,2.4166666666666665,3.25,1.75,1.3333333333333333,1.5833333333333333,4.5,1.8333333333333333,2.583333333333333,Antidepressants
endep,18.33333333333333,19.5,3.083333333333333,1.6666666666666667,4.75,1.3333333333333333,1.6666666666666667,0.4166666666666667,0.4166666666666667,0.25,0.0,0.25,0.0,0.5833333333333334,0.6666666666666666,1.6666666666666667,0.4166666666666667,0.5,Antidepressants
desvenlafaxina,15.583333333333334,3.0,3.0,4.5,1.25,3.5,0.3333333333333333,1.1666666666666667,0.5,1.9166666666666667,4.416666666666667,3.8333333333333335,3.9166666666666665,4.666666666666667,5.666666666666667,6.583333333333333,5.5,6.416666666666667,Antidepressants
latuda,18.666666666666668,22.5,13.333333333333334,13.833333333333334,2.4166666666666665,2.9166666666666665,0.0,3.5,2.75,0.6666666666666666,0.6666666666666666,1.6666666666666667,3.0,1.5833333333333333,1.25,2.4166666666666665,8.916666666666666,11.916666666666666,Antidepressants
lurasidona,11.666666666666666,7.666666666666667,3.583333333333333,4.083333333333333,3.583333333333333,0.0,1.0833333333333333,1.4166666666666667,0.5833333333333334,0.8333333333333334,0.8333333333333334,1.0833333333333333,1.0833333333333333,0.5,1.0,1.0,1.8333333333333333,3.583333333333333,Antidepressants
lamictal,20.58333333333333,15.416666666666666,8.666666666666666,12.0,13.083333333333334,13.416666666666666,12.75,10.333333333333334,10.333333333333334,7.833333333333333,9.833333333333334,9.583333333333334,9.25,11.5,11.166666666666666,13.166666666666666,10.333333333333334,11.166666666666666,Antidepressants
lamotrigine,17.25,4.333333333333333,5.166666666666667,3.083333333333333,1.9166666666666667,1.0,0.4166666666666667,1.0,0.75,1.4166666666666667,2.0,1.5833333333333333,2.4166666666666665,0.9166666666666666,1.0833333333333333,1.0833333333333333,1.3333333333333333,2.583333333333333,Antidepressants
lexapro,11.333333333333334,16.666666666666668,18.08333333333333,8.083333333333334,12.416666666666666,18.5,13.0,4.75,3.25,5.75,5.166666666666667,7.083333333333333,10.916666666666666,6.75,10.416666666666666,10.75,6.833333333333333,10.416666666666666,Antidepressants
clordiazepóxido,14.75,16.083333333333332,0.0,3.4166666666666665,4.25,6.25,3.9166666666666665,0.0,1.5833333333333333,0.0,2.75,3.1666666666666665,2.583333333333333,1.5833333333333333,1.5,3.4166666666666665,4.5,4.75,Antidepressants
nardil,15.166666666666666,15.833333333333334,3.75,5.833333333333333,4.75,1.1666666666666667,3.4166666666666665,2.75,1.9166666666666667,2.833333333333333,2.083333333333333,2.0,0.9166666666666666,1.6666666666666667,0.5833333333333334,2.0,0.5,1.1666666666666667,Antidepressants
fenelzina,8.333333333333334,5.25,2.1666666666666665,3.5,3.0,2.5,2.1666666666666665,0.5833333333333334,1.3333333333333333,2.333333333333333,1.5833333333333333,0.5,0.5,1.0,1.8333333333333333,0.3333333333333333,1.0,0.5833333333333334,Antidepressants
desipramina,7.25,10.833333333333334,6.916666666666667,2.6666666666666665,2.75,0.9166666666666666,1.8333333333333333,0.0,1.25,2.0,0.8333333333333334,0.8333333333333334,0.9166666666666666,1.75,1.0833333333333333,0.8333333333333334,1.0,1.5833333333333333,Antidepressants
pamelor,8.333333333333334,5.0,16.0,6.083333333333333,6.416666666666667,0.0,4.25,4.25,3.6666666666666665,1.4166666666666667,2.333333333333333,1.0833333333333333,2.333333333333333,0.5833333333333334,1.5833333333333333,1.0833333333333333,0.8333333333333334,2.583333333333333,Antidepressants
parnate,8.333333333333334,11.583333333333334,7.0,2.25,0.0,2.6666666666666665,0.0,0.0,1.75,1.8333333333333333,0.5,1.3333333333333333,0.1666666666666666,1.0,1.5833333333333333,1.0833333333333333,0.4166666666666667,0.4166666666666667,Antidepressants
tranilcipromina,7.166666666666667,10.833333333333334,7.75,1.0833333333333333,2.5,0.5833333333333334,3.25,2.25,0.9166666666666666,1.4166666666666667,0.25,3.083333333333333,0.5833333333333334,1.75,0.0,0.5,1.1666666666666667,0.8333333333333334,Antidepressants
paxil,24.916666666666668,4.583333333333333,7.083333333333333,7.416666666666667,7.583333333333333,5.916666666666667,3.8333333333333335,3.583333333333333,3.5,1.0833333333333333,2.833333333333333,2.25,3.5,3.5,2.4166666666666665,2.083333333333333,2.333333333333333,2.833333333333333,Antidepressants
paroxetina,64.66666666666667,57.91666666666666,58.91666666666666,56.0,56.25,52.16666666666666,49.583333333333336,51.91666666666666,61.583333333333336,66.66666666666667,67.41666666666667,71.5,68.58333333333333,63.16666666666666,63.16666666666666,64.83333333333333,60.333333333333336,66.58333333333333,Antidepressants
prozac,52.75,56.833333333333336,59.333333333333336,48.41666666666666,40.75,36.333333333333336,33.75,37.333333333333336,35.083333333333336,34.916666666666664,33.166666666666664,27.5,23.166666666666668,24.33333333333333,22.25,21.5,21.25,20.75,Antidepressants
pristiq,24.166666666666668,11.666666666666666,5.583333333333333,2.583333333333333,5.166666666666667,3.8333333333333335,0.6666666666666666,2.583333333333333,0.3333333333333333,8.333333333333334,30.08333333333333,33.916666666666664,30.75,34.583333333333336,37.41666666666666,35.333333333333336,33.916666666666664,40.66666666666666,Antidepressants
quetiapina,0.0,1.3333333333333333,4.25,3.9166666666666665,6.333333333333333,7.5,13.833333333333334,17.666666666666668,24.08333333333333,29.33333333333333,35.416666666666664,40.75,39.5,46.41666666666666,50.5,60.66666666666666,66.75,71.33333333333333,Antidepressants
nefazodona,0.0,22.0,11.083333333333334,10.25,3.0,5.833333333333333,1.4166666666666667,4.25,1.5,1.0,0.9166666666666666,3.25,0.5,1.25,2.5,1.0833333333333333,1.5833333333333333,1.5,Antidepressants
sinequan,4.833333333333333,13.833333333333334,2.25,5.166666666666667,3.75,2.583333333333333,0.0,3.083333333333333,1.5833333333333333,5.333333333333333,2.1666666666666665,1.75,6.583333333333333,3.083333333333333,2.4166666666666665,2.333333333333333,3.0,2.25,Antidepressants
imipramina,8.166666666666666,11.166666666666666,19.75,9.666666666666666,5.75,5.416666666666667,10.583333333333334,3.8333333333333335,6.0,5.416666666666667,5.083333333333333,5.5,6.0,2.1666666666666665,3.083333333333333,2.9166666666666665,4.25,4.166666666666667,Antidepressants
