keyword,fertility
tabac,0.4911616475235639
Monster,-0.5755330722816508
Cosmopolitan,0.014045235935847687
bbc,-0.09781626273293464
football,0.35182553513344816
HAARP,-0.6277103539684196
eBay,0.21042208450977767
célibat,-0.05185757551086494
hockey,-0.22184539399384445
tesco,0.43121882927764515
leasing,0.5159532177104036
duloxetine,0.48021601316835805
Bière,-0.2927536311569595
Testostérone,0.36758192236554793
thérapeute,0.0052522060573219915
Nasdaq,0.2910755606835575
hydratation,0.27254036746755134
autisme,-0.25384982902178316
Gin,-0.5914220153446536
